Name,CAGR,MaxDrawdown,Sharpe,AnnualVol,TotalReturn
QQQ,0.1963025395631277,-0.3511872202753801,0.8445257790536664,0.2501742119747728,2.0930181727620965
SPY,0.14691273986285647,-0.33717264821380677,0.7744171378060924,0.20484112551528436,1.3715328813042977
STRATEGY,0.26086080305814363,-0.46947991809389844,0.9306664903214928,0.2970453293405703,3.307074017786652
