Date,STRATEGY,SPY,QQQ
2020-05-20,1.078610596789509,0.9193709653694419,1.0727382199336364
2020-05-21,1.0687430471144808,0.9130236931320173,1.06105535331043
2020-05-22,1.0728826746063629,0.9147576829192708,1.0647178131157375
2020-05-26,1.0593265033788004,0.92602784560018,1.0618433524021582
2020-05-27,1.0504435514088541,0.939806326426122,1.0676385663954047
2020-05-28,1.0413673126830698,0.938072439430367,1.0662478117240306
2020-05-29,1.0757979015674368,0.9422523529230978,1.0818711132922645
2020-06-01,1.1039495842348084,0.9460606751489532,1.0851165005163952
2020-06-02,1.1017850329696337,0.9538943124538795,1.09239498106546
2020-06-03,1.1009379211033834,0.9665888569287285,1.0973093178438784
2020-06-04,1.0906219141918516,0.9640499069171593,1.089613398474981
2020-06-05,1.1092467995731898,0.9887582077726622,1.1112175970349305
2020-06-08,1.1374219654117066,1.0007099808797542,1.1198405396892817
2020-06-09,1.1556433435207047,0.993247832050205,1.1279536048870873
2020-06-10,1.2107572132435382,0.9877053144540993,1.141490957567588
2020-06-11,1.151977527328423,0.930764889014478,1.0849311105088506
2020-06-12,1.1411575627298614,0.9419118046887526,1.093554126410933
2020-06-15,1.1778059095927407,0.9507050006316543,1.1068594302791455
2020-06-16,1.1898131196083364,0.9690040459761708,1.1258674362561605
2020-06-17,1.2049383306804933,0.9649785253141031,1.1294371644338301
2020-06-18,1.2110612879211564,0.9653504249554739,1.1324969419072228
2020-06-19,1.2149237033651257,0.9598333996509822,1.1323116251474095
2020-06-22,1.2293416553072256,0.9659908159907806,1.145890875530129
2020-06-23,1.238442830348482,0.9704380901709644,1.1556435179420301
2020-06-24,1.2073117043590444,0.9456834303496633,1.1318193271463401
2020-06-25,1.2267142297042297,0.9558219614242014,1.1425937021600743
2020-06-26,1.1905551825223026,0.9331196366608352,1.1156112889403238
2020-06-29,1.1998112658540194,0.9468340783832464,1.1277789090482908
2020-06-30,1.2277974630081079,0.9589627556591608,1.1498850010620907
2020-07-01,1.2461970001434675,0.9656802828739809,1.1633063293364474
2020-07-02,1.2514561495371441,0.9709982010459861,1.1712014092863459
2020-07-06,1.2965316053651215,0.9859874629321012,1.199994945906549
2020-07-07,1.2881392223511465,0.9758182999910266,1.1917284999597124
2020-07-08,1.3072955974479457,0.9832818879015541,1.2074257084886781
2020-07-09,1.343212281424146,0.9776842740622824,1.217596229206799
2020-07-10,1.392676039579291,0.9876669732251794,1.225909187462917
2020-07-13,1.3455306696999414,0.979114823346129,1.2006916783252626
2020-07-14,1.3630444873198961,0.9918030975395729,1.209190466075312
2020-07-15,1.3541689544768583,1.0009152555021468,1.2116516630897347
2020-07-16,1.3354940951560799,0.9976187321470446,1.2033851438951668
2020-07-17,1.3324115220884414,1.0005105653727722,1.2047789017235182
2020-07-20,1.396859694551301,1.00859645301488,1.2389588567494112
2020-07-21,1.358639983570022,1.0107423283363992,1.2260489441339544
2020-07-22,1.3712151558115067,1.0164956712958138,1.2303677768581107
2020-07-23,1.3304083429783538,1.004366891228401,1.1982304813108404
2020-07-24,1.2995291802240703,0.9978982222313139,1.1868521787537623
2020-07-27,1.3559804843685068,1.005175449155162,1.2080293430410984
2020-07-28,1.323592091707308,0.9988006287961545,1.1926573544384453
2020-07-29,1.336539576376441,1.0110843156517226,1.206403902639115
2020-07-30,1.3386030427633058,1.0074766424308301,1.2127196882576554
2020-07-31,1.3444848531213944,1.0154378439853253,1.2343612431604922
2020-08-03,1.3629023200586283,1.0224979752644596,1.2510337452297406
2020-08-04,1.3779840782112998,1.0264471218431832,1.2556779443756723
2020-08-05,1.385824953551106,1.0328223533681846,1.2587895079949891
2020-08-06,1.392583195536191,1.039726241569684,1.2754623030551622
2020-08-07,1.3821221523785439,1.0404728162228833,1.2607402415710167
2020-08-10,1.377725000976188,1.0435825674253125,1.2553527244493596
2020-08-11,1.360072391306008,1.034968125898205,1.231575192458413
2020-08-12,1.3970677361026222,1.0493979964497873,1.2625512184760073
2020-08-13,1.395677475757106,1.0475007737630047,1.2654308797784983
2020-08-14,1.4041856942813988,1.0475320223785316,1.2639445368179716
2020-08-17,1.4641403819835939,1.0508594859746654,1.2786198662496424
2020-08-18,1.4818940196097627,1.0531299445922986,1.290926950037722
2020-08-19,1.474773456273054,1.0487449620601719,1.282242699032397
2020-08-20,1.505907010080225,1.0520101340082486,1.300029738578847
2020-08-21,1.522350034579711,1.0557419793592615,1.309038770024098
2020-08-24,1.526341847446984,1.0664403129343263,1.317212484343297
2020-08-25,1.5321108676669084,1.0701721582853392,1.3275689810508118
2020-08-26,1.5750432411277064,1.0809011237269401,1.3558982735509766
2020-08-27,1.59423018974108,1.0832645058591668,1.3516720259589956
2020-08-28,1.595127814334986,1.0902618315327517,1.3585453000593304
2020-08-31,1.6584773860145177,1.0863122737880342,1.3694589190099833
2020-09-01,1.643651855042773,1.0965437283771657,1.3928653779949163
2020-09-02,1.6272389366585311,1.1124042510040928,1.4060549504479094
2020-09-03,1.541868358598681,1.074121613238558,1.3347674750774592
2020-09-04,1.5235414694884808,1.0653518537573015,1.316980435531009
2020-09-08,1.375738483925901,1.0362431516449053,1.253681211224482
2020-09-09,1.452315262628635,1.0567062664061655,1.2905089984837717
2020-09-10,1.4137381373615685,1.0383580867253928,1.264780439925873
2020-09-11,1.414742142899557,1.0388867434018907,1.2560031643019856
2020-09-14,1.5060516166037212,1.0525700393002735,1.2778766947693794
2020-09-15,1.546543863910881,1.0578882658467743,1.2959886612512175
2020-09-16,1.5397388788996476,1.0536898498843237,1.2753223998886631
2020-09-17,1.5122621699817393,1.0444222711761024,1.2553997494927591
2020-09-18,1.5219044565323196,1.0323978244796104,1.2393772477897493
2020-09-21,1.5055361344614586,1.0209078935750278,1.2423499337108028
2020-09-22,1.4958786635999517,1.031305253642648,1.2654308797784983
2020-09-23,1.3978486520165263,1.0073882417421678,1.2267916761278315
2020-09-24,1.4126512703352052,1.0100734640560227,1.2325044131758012
2020-09-25,1.4298026514229119,1.0264033326648456,1.2611579001340427
2020-09-28,1.4711642537130172,1.0434513026817989,1.2873511422983666
2020-09-29,1.47510503322423,1.0377687830648124,1.281545820118221
2020-09-30,1.475347996931156,1.0456369583132157,1.2903233887330332
2020-10-01,1.4926803336012477,1.0523497571191076,1.3108038938493871
2020-10-02,1.4435240745159037,1.0423585262618398,1.2739293745376228
2020-10-05,1.4793896789732612,1.0608426990950541,1.301097397508111
2020-10-06,1.4658845521809567,1.0457615416093302,1.2778766947693783
2020-10-07,1.5001206922607244,1.0639647852772969,1.2999827135354471
2020-10-08,1.4953263042895877,1.073394055012571,1.3069022802018697
2020-10-09,1.482397516463239,1.082980081782972,1.32687239512756
2020-10-12,1.5155558781362752,1.100402418437259,1.3678335518557305
2020-10-13,1.5272479335660973,1.0932213015644558,1.3677872592896427
2020-10-14,1.5315826427605725,1.0863519513064337,1.3563623711755521
2020-10-15,1.5179658841855004,1.0850093915452554,1.3472600221208142
2020-10-16,1.5020866680992655,1.084353787368179,1.3398765043252778
2020-10-19,1.4731013122207093,1.0678677784732196,1.3180020948851103
2020-10-20,1.477435862860278,1.072145241097974,1.320835170630589
2020-10-21,1.4523744098246694,1.0701157257526936,1.3198135112764875
2020-10-22,1.4490910781189859,1.0759859426458391,1.3197670722149375
2020-10-23,1.4669734985588945,1.0796389469175454,1.322367513166279
2020-10-26,1.452022075661748,1.0596873226525432,1.3025373014070885
2020-10-27,1.4462973593792972,1.0560340100063417,1.3127078953729403
2020-10-28,1.3877212747475525,1.0199403172001738,1.261530145103755
2020-10-29,1.4092872087476398,1.0303061202777717,1.2835891388264244
2020-10-30,1.3257481525281882,1.019565231022351,1.251033745229741
2020-11-02,1.3160464120095747,1.0309930758618735,1.2538205284091322
2020-11-03,1.339403793940793,1.0491963195298402,1.275508449125788
2020-11-04,1.3387340920438227,1.0726447049889136,1.332445668495418
2020-11-05,1.3941908691333111,1.093564522377761,1.367183551489492
2020-11-06,1.407946935786302,1.0933150474110371,1.368204478366282
2020-11-09,1.3628568128217533,1.1070531311780907,1.3402474308358292
2020-11-10,1.2911648475931092,1.1054293338771692,1.3162372640507454
2020-11-11,1.317327972355334,1.1136410383133728,1.3456813870190363
2020-11-12,1.2998634793424115,1.1028377546183967,1.3393649421709155
2020-11-13,1.3211695364492126,1.1181058898397906,1.3511144642294697
2020-11-16,1.354806524326517,1.1320630222900285,1.3616568636786468
2020-11-17,1.3460615481828861,1.1259743734626895,1.3573380309544905
2020-11-18,1.3369742848348731,1.112423575805801,1.3473064611823642
2020-11-19,1.3658625631139747,1.1171067564749142,1.357848860631541
2020-11-20,1.348150460357388,1.1094570131607044,1.3485603158442159
2020-11-23,1.3883685471012552,1.1161079314845328,1.3486070478966905
2020-11-24,1.4182604363656863,1.134092332052312,1.367555063981892
2020-11-25,1.442728154660298,1.1323440542467746,1.3759605341224546
2020-11-27,1.4544322363238167,1.1354974918360425,1.3886394233938595
2020-11-30,1.465020328297344,1.130470473604634,1.3914722061484137
2020-12-01,1.4817112372090404,1.1428348517864808,1.4093053917654892
2020-12-02,1.4726472153662478,1.1452390421435898,1.4111166616614041
2020-12-03,1.4883886346102886,1.144927069945812,1.4131139807944442
2020-12-04,1.5045827069026654,1.1547935119239685,1.4188727174175773
2020-12-07,1.5443567762962083,1.1524205701823866,1.4269068215612015
2020-12-08,1.5556126977630984,1.1557926452888452,1.431736630457871
2020-12-09,1.4954527383337726,1.1454266366282504,1.3993207005413
2020-12-10,1.501941093568345,1.1450516532419264,1.4049404129707075
2020-12-11,1.484339325260335,1.1437091962722465,1.401828556360466
2020-12-14,1.5094244871634048,1.1385886377772538,1.4119990038308556
2020-12-15,1.51890414251399,1.1539814590862603,1.4270925778074017
2020-12-16,1.5151680852032827,1.1557926452888452,1.4349409257048256
2020-12-17,1.5443884071572616,1.1622557635450164,1.4443226416061756
2020-12-18,1.5867131318721919,1.1576151385562592,1.4399564908476954
2020-12-21,1.5430914434914182,1.1534760332884106,1.437263318268716
2020-12-22,1.539859343077293,1.1515319376783375,1.4411709382301876
2020-12-23,1.531468710684042,1.1525667396931742,1.433912967045845
2020-12-24,1.555190743276419,1.1570504020638073,1.4402408385400254
2020-12-28,1.5540883216427128,1.1669905455463483,1.4547566344132483
2020-12-29,1.548042918705131,1.1647641844815475,1.4560586860821978
2020-12-30,1.573183418101929,1.16642622021989,1.456106150611984
2020-12-31,1.5788136843141196,1.1723527668541829,1.459688257656218
2021-01-04,1.5556949055329523,1.1563921253077711,1.4390773715784142
2021-01-05,1.578365755641754,1.1643566161902166,1.4509414530884894
2021-01-06,1.5894631772354109,1.1713178620478477,1.4308425686514348
2021-01-07,1.6384258223253247,1.1887205655259316,1.4654572489617124
2021-01-08,1.6795719656316803,1.1954933945669148,1.484300227800443
2021-01-11,1.6498407599212144,1.1874349522548915,1.4628519736601149
2021-01-12,1.6811178632406591,1.1876858663025935,1.4605256257187424
2021-01-13,1.6780826168174172,1.1908842237766817,1.4703896046819942
2021-01-14,1.697685239493424,1.1867138698933062,1.4625260212564908
2021-01-15,1.6625445023858527,1.1780595452648024,1.4509414530884899
2021-01-19,1.7129178849791729,1.1873095466267896,1.4721104868776682
2021-01-20,1.7124926957195628,1.2037402536955861,1.5063529222182337
2021-01-21,1.7259087695991697,1.2048376557329752,1.5184033459563584
2021-01-22,1.7064513670121675,1.2005734532115202,1.5140300169202254
2021-01-25,1.7324625551369797,1.2053083380043506,1.5265449777693132
2021-01-26,1.7146024102307802,1.2034267396253313,1.528778154596661
2021-01-27,1.644771691305128,1.1740141858435345,1.4861613061535415
2021-01-28,1.6500393533631377,1.184111394735698,1.4949544032873578
2021-01-29,1.6028265718725676,1.1604060305305142,1.4635034389809771
2021-02-01,1.6754906643967826,1.179721272628649,1.500072808244764
2021-02-02,1.7166349481214156,1.1964028937451476,1.524544728727027
2021-02-03,1.6818086501004734,1.1973437443304065,1.5184963705749208
2021-02-04,1.6912071755146105,1.2109521052264236,1.5364549563077279
2021-02-05,1.6882191432260127,1.2157183414262793,1.5416659463973097
2021-02-08,1.7258677787771826,1.2244981744743835,1.5519940229851372
2021-02-09,1.7081888102558207,1.2236829351002234,1.5516686565633622
2021-02-10,1.7199787189758593,1.223149755597794,1.5481329885806778
2021-02-11,1.7130250420041766,1.2251252026148924,1.556647011858807
2021-02-12,1.736791343169352,1.2311770520857885,1.56534767035591
2021-02-16,1.7576206661656326,1.2301110014554248,1.5611139514953516
2021-02-17,1.7578991253372316,1.2303931641186538,1.5536230525259471
2021-02-18,1.734388308925394,1.2251567596049147,1.5468304974253415
2021-02-19,1.7589362646311748,1.2229931013541648,1.5400837954044366
2021-02-22,1.7684028158676646,1.2135859317910564,1.5001655398724019
2021-02-23,1.776234404081739,1.215059961878745,1.495699039722244
2021-02-24,1.8193903552435033,1.228449068508581,1.5080283908205938
2021-02-25,1.7854835721172895,1.1988484062846314,1.4554545387956603
2021-02-26,1.753806980525071,1.1926714595601287,1.4615494825047788
2021-03-01,1.8016413239592175,1.221582082455023,1.5055155541557093
2021-03-02,1.7844700395322957,1.2120498156383082,1.481369293086146
2021-03-03,1.7984871304121173,1.1959952226623185,1.4383796136914653
2021-03-04,1.7964248102005322,1.1811950971333405,1.4148377928993643
2021-03-05,1.844407450303994,1.2029250143214256,1.4361462903686553
2021-03-08,1.859858671832652,1.1969358676645803,1.3954831054108094
2021-03-09,1.840800551899786,1.2140252626554067,1.4505223295708412
2021-03-10,1.8779263171045595,1.221582082455023,1.4463822213106945
2021-03-11,1.8768062092035043,1.233967841268546,1.4796944104656353
2021-03-12,1.8928409522724008,1.2356297742153903,1.4676902792935984
2021-03-15,1.887308503142396,1.2429982799898571,1.4833696886238943
2021-03-16,1.8538586816835634,1.2414307096385846,1.491511466932311
2021-03-17,1.869330544276581,1.245663971919008,1.4976531426939041
2021-03-18,1.834896700059299,1.2275396721218463,1.4517789676464763
2021-03-19,1.82329743841555,1.225268493963724,1.456896933117496
2021-03-22,1.809296563527818,1.2350522915771314,1.4842181903415534
2021-03-23,1.7815054097878047,1.2253314023607718,1.4777430909077585
2021-03-24,1.8022979882406571,1.2191024431380564,1.452820843374376
2021-03-25,1.8241840874595876,1.2259603835397512,1.4503046373138586
2021-03-26,1.8536463124548805,1.2457167039577097,1.4720600924386362
2021-03-29,1.8410274631190202,1.2450876199872318,1.4716408224255249
2021-03-30,1.842738126378708,1.2417845179762292,1.4642337188605579
2021-03-31,1.831865842233314,1.2468179092805414,1.4866407858016595
2021-04-01,1.856391689172751,1.2602821564957398,1.5119824498436158
2021-04-05,1.8777632501101766,1.2783715071834305,1.5421690118148588
2021-04-06,1.874630020586233,1.2776161952528633,1.5410976904990363
2021-04-07,1.875535740478724,1.2790949537494802,1.5448245350600263
2021-04-08,1.8801935691567353,1.2851663336050807,1.560942258813533
2021-04-09,1.8962526878146857,1.2945096696476552,1.570398980391582
2021-04-12,1.9015074806311318,1.2949819965830058,1.5683493623784999
2021-04-13,1.8943818690899794,1.2988196143859179,1.5866571932934372
2021-04-14,1.8968351054074593,1.294384161228055,1.5676039934663017
2021-04-15,1.9056040570651744,1.308288767222588,1.5913617485698375
2021-04-16,1.913630108922158,1.3126620315238922,1.5932256103367193
2021-04-19,1.906044952677004,1.3062128929115095,1.578644330991847
2021-04-20,1.8825123127173964,1.2966492746877691,1.5671379914007157
2021-04-21,1.9050851755034728,1.3089182623590596,1.5805541923338917
2021-04-22,1.8832881794310665,1.2969635082985127,1.5615015784886057
2021-04-23,1.908717855362711,1.3110260020346558,1.5811602440614394
2021-04-26,1.9106841151369005,1.3137628256807299,1.5914550661793243
2021-04-27,1.9208510079204555,1.3134796351025164,1.5845604037414933
2021-04-28,1.9218535689875744,1.3131020819287311,1.5792033576759952
2021-04-29,1.9418709001444696,1.3214704406085633,1.584886649136042
2021-04-30,1.9276657706059162,1.3127876427349905,1.5744982164177455
2021-05-03,1.938860574558591,1.3156191373511315,1.5661131091464433
2021-05-04,1.9428409252341494,1.3075027206339855,1.537930019117657
2021-05-05,1.948311284886345,1.307911316840301,1.532759168784746
2021-05-06,1.965169510146071,1.3183559609972055,1.544311800941965
2021-05-07,1.979679968499581,1.3279507250449745,1.5568431692828306
2021-05-10,1.9800281869637926,1.3148011226065133,1.5175259846326252
2021-05-11,1.9415730533361448,1.3030668563101289,1.5154297810625308
2021-05-12,1.9225243925575108,1.2753829471576663,1.4762059140218124
2021-05-13,1.9370257586250053,1.2907034032517681,1.487619228994381
2021-05-14,1.9762170011299602,1.3105224264837776,1.520461167715329
2021-05-17,1.9906923759110866,1.3071878702742512,1.5112369344359549
2021-05-18,1.9563669510091117,1.2959255197472237,1.5010355764230192
2021-05-19,1.9324588182848224,1.2925278495576524,1.5027585095551654
2021-05-20,1.9332648234966368,1.3064329695096775,1.5318271646535737
2021-05-21,1.9441772033844245,1.3053632183853698,1.5233487397727843
2021-05-24,1.9571185918392975,1.3186705029824441,1.5489703566432018
2021-05-25,1.9549532274142487,1.3157447485622298,1.5511132922657707
2021-05-26,1.9586931146480777,1.3183559609972053,1.5565169238882812
2021-05-27,1.9846113831305279,1.3190481589477279,1.5506940222526595
2021-05-28,1.9863542632395617,1.321407532211515,1.5555852127480339
2021-06-01,1.9937509004522103,1.3202432129086388,1.5504145089105852
2021-06-02,1.9922806065364889,1.3223198067602064,1.5534422771254648
2021-06-03,1.9941943368820136,1.3174121294584915,1.5372776748240211
2021-06-04,2.0025201383196767,1.3294610405316132,1.5633651472645622
2021-06-07,1.9906830155607915,1.3281713156006352,1.5680234099748749
2021-06-08,1.9957339296027652,1.3284544033873504,1.5687687788870728
2021-06-09,1.9836349780755047,1.3264723777143512,1.569141170352247
2021-06-10,1.9795232308372577,1.3326381201655233,1.585492554368127
2021-06-11,1.9784693734067342,1.3348405308111866,1.5896382294558413
2021-06-14,1.9657691042955125,1.3378290908369503,1.6048712671124998
2021-06-15,1.9809681032817485,1.3353752521860929,1.5943899562711032
2021-06-16,1.962637504639985,1.3279193736379489,1.588566908140019
2021-06-17,1.950910117218763,1.3274790148586144,1.6087378683445266
2021-06-18,1.9096280000623405,1.3095710911656777,1.5961134753850985
2021-06-21,1.9503084478778454,1.3283184102349088,1.6060334156149498
2021-06-22,1.9825312058327993,1.3354199664879163,1.6210040798986234
2021-06-23,1.9865967546603422,1.3338104572052787,1.6217969133406076
2021-06-24,2.0005898163231195,1.3417008354173459,1.6318245277352519
2021-06-25,1.9933823654955367,1.3464665576597095,1.6298191513517852
2021-06-28,2.0558063053547255,1.3491811783421195,1.6496399874013885
2021-06-29,2.05038105474613,1.34990719469563,1.655609677490238
2021-06-30,2.0420099575215955,1.3510430407534373,1.6529978098928368
2021-07-01,2.0659843703353338,1.3585234864697093,1.6536513261501709
2021-07-02,2.0812204164188715,1.3689073808510335,1.6726327432007777
2021-07-06,2.082669621411758,1.366413967473275,1.679861561788122
2021-07-07,2.0721853826197605,1.3712430092786803,1.6834064589849311
2021-07-08,2.047684293598329,1.360070087355299,1.6732389414237876
2021-07-09,2.0657264834842706,1.3745884613870418,1.6836858258315432
2021-07-12,2.0847820576474945,1.379512379745511,1.690261860638865
2021-07-13,2.076044631759592,1.3748094631086967,1.690261860638865
2021-07-14,2.0620679544281644,1.376860770251647,1.6932934377357645
2021-07-15,2.0232021222111105,1.3721584703638234,1.6814006431150779
2021-07-16,1.9794512756835208,1.361395378144739,1.6677825714348482
2021-07-19,1.9561682254736588,1.3412904917555566,1.6541174747112193
2021-07-20,1.9782060481009707,1.3605117824241135,1.673332259033275
2021-07-21,2.0164790637624246,1.371526919397383,1.6862511078719324
2021-07-22,2.0386163080965036,1.374398913863911,1.6973978011031094
2021-07-23,2.0530068980661405,1.3885387068068842,1.717219223134562
2021-07-26,2.0563378295194745,1.391947684061284,1.7185715227470817
2021-07-27,2.0363531379269166,1.3856038039433083,1.699636105271638
2021-07-28,2.037360104233252,1.3850354697484109,1.7061655545219474
2021-07-29,2.042386932256717,1.3907795614729654,1.7091972781143092
2021-07-30,2.0346171117387537,1.3840255432761976,1.7002894750335096
2021-08-02,2.03202690396744,1.381121889028149,1.700428938713622
2021-08-03,2.045944890512569,1.3923577193485777,1.7107357734594157
2021-08-04,2.0468558987455996,1.3855091329732412,1.7132081773767045
2021-08-05,2.0614313968442146,1.3942834152804293,1.724074624788496
2021-08-06,2.0438906038835314,1.3965872811350568,1.7165194143111404
2021-08-09,2.040114732399413,1.3954511267027543,1.7196907480790768
2021-08-10,2.0194620669630554,1.3971868639454814,1.7108762626077645
2021-08-11,2.0195924896412465,1.4006587495969292,1.7079377101294275
2021-08-12,2.032593808398643,1.4048562404358937,1.7140940354372511
2021-08-13,2.0450933742039075,1.4074131789596906,1.7201104575785755
2021-08-16,2.0414258706413624,1.41072707407803,1.720856558968085
2021-08-17,2.014459058877303,1.401479025754513,1.7056988199790502
2021-08-18,1.9885761325220925,1.3861401699821896,1.6892826849688323
2021-08-19,2.029099481110006,1.388286353678204,1.6974443866601225
2021-08-20,2.058109416751163,1.3993329448499972,1.7150272115321221
2021-08-23,2.1024349404438247,1.411642329580176,1.7406779809995376
2021-08-24,2.0936115866418,1.4138832870377558,1.745994447821978
2021-08-25,2.1064206575517535,1.4168500552658494,1.7479998242054444
2021-08-26,2.090590215866852,1.4084861166204503,1.7369000095222042
2021-08-27,2.116071315281085,1.421079411469332,1.7537831720662445
2021-08-30,2.1408074199514773,1.4273285178257424,1.77346483742666
2021-08-31,2.1284200028587965,1.4252138911197505,1.7720187807182666
2021-09-01,2.1363641449703668,1.4259714644632835,1.7749568937102165
2021-09-02,2.121980642586823,1.4303586056168776,1.7741176212066823
2021-09-03,2.1394136671669663,1.4300114787266318,1.779574430682009
2021-09-07,2.1417200948884125,1.4248983212195272,1.7820923946880738
2021-09-08,2.1222907625379888,1.423162275602305,1.7758897768141624
2021-09-09,2.10775194856325,1.4170710569875047,1.7697801835588134
2021-09-10,2.108315893736599,1.405898032272625,1.7563487470975578
2021-09-13,2.1006801270524615,1.4094960430926637,1.7551357646696886
2021-09-14,2.1081358504656436,1.4018898833737943,1.7501455432417974
2021-09-15,2.1282783051027474,1.4135991713360567,1.7631574166990172
2021-09-16,2.126553803686169,1.4113583166699755,1.7643702526314242
