Date,gross_return,cost,net_return,selected_count
2021-03-31,-0.0059000701129246665,0.0,-0.0059000701129246665,3
2021-04-01,0.013721784809417693,0.0003333333333333333,0.01338845147608436,3
2021-04-05,0.011512420068498175,0.0,0.011512420068498175,3
2021-04-06,-0.0016685966794588447,0.0,-0.0016685966794588447,3
2021-04-07,0.0004831459448236821,0.0,0.0004831459448236821,3
2021-04-08,0.0024834656986180517,0.0,0.0024834656986180517,3
2021-04-09,0.008541204970269556,0.0,0.008541204970269556,3
2021-04-12,0.002771145876398003,0.0,0.002771145876398003,3
2021-04-13,-0.0037473486766338437,0.0,-0.0037473486766338437,3
2021-04-14,0.0012950062273656693,0.0,0.0012950062273656693,3
2021-04-15,0.0046229383000750595,0.0,0.0046229383000750595,3
2021-04-16,0.004211815055297737,0.0,0.004211815055297737,3
2021-04-19,-0.003963752561055892,0.0,-0.003963752561055892,3
2021-04-20,-0.0123463194960625,0.0,-0.0123463194960625,3
2021-04-21,0.012324151472255629,0.0003333333333333333,0.011990818138922296,3
2021-04-22,-0.011108147789234227,0.0003333333333333333,-0.01144148112256756,3
2021-04-23,0.013502806532416459,0.0,0.013502806532416459,3
2021-04-26,0.0010301468960773883,0.0,0.0010301468960773883,3
2021-04-27,0.005321074636571388,0.0,0.005321074636571388,3
2021-04-28,0.0005219358830982345,0.0,0.0005219358830982345,3
2021-04-29,0.010415638048553461,0.0,0.010415638048553461,3
2021-04-30,-0.007315177099310066,0.0,-0.007315177099310066,3
2021-05-03,0.00580744033710571,0.0,0.00580744033710571,3
2021-05-04,0.002052932906980535,0.0,0.002052932906980535,3
2021-05-05,0.00314898312799509,0.0003333333333333333,0.0028156497946617565,3
2021-05-06,0.008986070393627827,0.0003333333333333333,0.008652737060294494,3
2021-05-07,0.0077171535476165945,0.0003333333333333333,0.007383820214283261,3
2021-05-10,0.00017589634170789292,0.0,0.00017589634170789292,3
2021-05-11,-0.01942150817893943,0.0,-0.01942150817893943,3
2021-05-12,-0.009810942084256516,0.0,-0.009810942084256516,3
2021-05-13,0.0075428775435215645,0.0,0.0075428775435215645,3
2021-05-14,0.02023269041748558,0.0,0.02023269041748558,3
2021-05-17,0.007324790128234652,0.0,0.007324790128234652,3
2021-05-18,-0.01724295793631351,0.0,-0.01724295793631351,3
2021-05-19,-0.012220679107238636,0.0,-0.012220679107238636,3
2021-05-20,0.0004170879111048409,0.0,0.0004170879111048409,3
2021-05-21,0.005644534445131466,0.0,0.005644534445131466,3
2021-05-24,0.006989819394554933,0.0003333333333333333,0.0066564860612216,3
2021-05-25,-0.0011064042997076902,0.0,-0.0011064042997076902,3
2021-05-26,0.0019130315658629027,0.0,0.0019130315658629027,3
2021-05-27,0.013565762797969949,0.0003333333333333333,0.013232429464636616,3
2021-05-28,0.0012115305077768923,0.0003333333333333333,0.000878197174443559,3
2021-06-01,0.0037237250925145435,0.0,0.0037237250925145435,3
2021-06-02,-0.00040411782738491997,0.0003333333333333333,-0.0007374511607182532,3
2021-06-03,0.0009605726920425273,0.0,0.0009605726920425273,3
2021-06-04,0.004175020098934038,0.0,0.004175020098934038,3
2021-06-07,-0.00591111296829098,0.0,-0.00591111296829098,3
2021-06-08,0.0028706102390444466,0.0003333333333333333,0.002537276905711113,3
2021-06-09,-0.005729073758011127,0.0003333333333333333,-0.00606240709134446,3
2021-06-10,-0.0020728346110513076,0.0,-0.0020728346110513076,3
2021-06-11,-0.00019904608717880024,0.0003333333333333333,-0.0005323794205121335,3
2021-06-14,-0.006419239681912825,0.0,-0.006419239681912825,3
2021-06-15,0.008398499949132887,0.0006666666666666666,0.00773183328246622,3
2021-06-16,-0.009253353757385785,0.0,-0.009253353757385785,3
2021-06-17,-0.005975320146229997,0.0,-0.005975320146229997,3
2021-06-18,-0.02116044034631115,0.0,-0.02116044034631115,3
2021-06-21,0.021636146139899427,0.0003333333333333333,0.021302812806566093,3
2021-06-22,0.016855211188098185,0.0003333333333333333,0.01652187785476485,3
2021-06-23,0.002050685918880653,0.0,0.002050685918880653,3
2021-06-24,0.007377068620804857,0.0003333333333333333,0.007043735287471524,3
2021-06-25,-0.003602662959081367,0.0,-0.003602662959081367,3
2021-06-28,0.03131558748573086,0.0,0.03131558748573086,3
2021-06-29,-0.0026389891861234487,0.0,-0.0026389891861234487,3
2021-06-30,-0.004082703166398064,0.0,-0.004082703166398064,3
2021-07-01,0.011740595448827513,0.0,0.011740595448827513,3
2021-07-02,0.007374715076409188,0.0,0.007374715076409188,3
2021-07-06,0.0010296579424203442,0.0003333333333333333,0.000696324609087011,3
2021-07-07,-0.004700705039440867,0.0003333333333333333,-0.0050340383727742,3
2021-07-08,-0.011490458701361821,0.0003333333333333333,-0.011823792034695154,3
2021-07-09,0.009144354613492018,0.0003333333333333333,0.008811021280158685,3
2021-07-12,0.009224635650254479,0.0,0.009224635650254479,3
2021-07-13,-0.0038577166883470015,0.0003333333333333333,-0.004191050021680335,3
2021-07-14,-0.006732358793067735,0.0,-0.006732358793067735,3
2021-07-15,-0.01884798807604371,0.0,-0.01884798807604371,3
2021-07-16,-0.020957888807689673,0.0006666666666666666,-0.02162455547435634,3
2021-07-19,-0.01176237601596038,0.0,-0.01176237601596038,3
2021-07-20,0.011599144903284323,0.0003333333333333333,0.01126581156995099,3
2021-07-21,0.01934733527793786,0.0,0.01934733527793786,3
2021-07-22,0.010978167208329188,0.0,0.010978167208329188,3
2021-07-23,0.007392332082869379,0.0003333333333333333,0.0070589987495360456,3
2021-07-26,0.001955798146516252,0.0003333333333333333,0.001622464813182919,3
2021-07-27,-0.009718583836600403,0.0,-0.009718583836600403,3
2021-07-28,0.0004944949319351706,0.0,0.0004944949319351706,3
2021-07-29,0.002467324265857792,0.0,0.002467324265857792,3
2021-07-30,-0.0038042842887651878,0.0,-0.0038042842887651878,3
2021-08-02,-0.0012730689014503656,0.0,-0.0012730689014503656,3
2021-08-03,0.0068493121414657425,0.0,0.0068493121414657425,3
2021-08-04,0.00044527505958498925,0.0,0.00044527505958498925,3
2021-08-05,0.007454253818037399,0.0003333333333333333,0.007120920484704066,3
2021-08-06,-0.00817570217836779,0.0003333333333333333,-0.008509035511701122,3
2021-08-09,-0.0018473941202839699,0.0,-0.0018473941202839699,3
2021-08-10,-0.00978995292521334,0.0003333333333333333,-0.010123286258546672,3
2021-08-11,6.458288091885456e-05,0.0,6.458288091885456e-05,3
2021-08-12,0.006437595120838487,0.0,0.006437595120838487,3
2021-08-13,0.006482897379832098,0.0003333333333333333,0.006149564046498765,3
2021-08-16,-0.0017933183926004403,0.0,-0.0017933183926004403,3
2021-08-17,-0.012876458975013919,0.0003333333333333333,-0.013209792308347252,3
2021-08-18,-0.012848574033386274,0.0,-0.012848574033386274,3
2021-08-19,0.020711405827102215,0.0003333333333333333,0.02037807249376888,3
2021-08-20,0.01463028422767154,0.0003333333333333333,0.014296950894338207,3
2021-08-23,0.02153701029298638,0.0,0.02153701029298638,3
2021-08-24,-0.004196730958134517,0.0,-0.004196730958134517,3
2021-08-25,0.0064515030032381935,0.0003333333333333333,0.0061181696699048604,3
2021-08-26,-0.007515327780397244,0.0,-0.007515327780397244,3
